"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"300656","民德电子","2017-05-19","1","2017-05-19","2017-05-19","0.50"
"300656","民德电子","2017-12-27","1","2017-12-27","2018-04-12","272.00"
"300657","弘信电子","2017-05-23","1","2017-05-23","2017-05-23","0.50"
"300657","弘信电子","2017-08-10","1","2017-08-10","2017-09-28","140.00"
"300658","延江股份","2017-06-02","1","2017-06-02","2017-06-02","0.52"
"300659","中孚信息","2017-05-26","1","2017-05-26","2017-05-26","0.50"
"300659","中孚信息","2017-11-14","1","2017-11-14","2018-04-24","428.00"
"300659","中孚信息","2018-12-19","1","2018-12-19","2018-12-20","4.00"
"300660","江苏雷利","2017-06-02","1","2017-06-02","2017-06-02","0.50"
"300661","圣邦股份","2019-12-09","1","2019-12-09","2019-12-23","40.00"
"300662","科锐国际","2017-06-08","1","2017-06-08","2017-06-08","0.50"
"300662","科锐国际","2018-03-06","1","2018-03-06","2018-05-17","192.00"
"300663","科蓝软件","2017-06-08","1","2017-06-08","2017-06-08","0.50"
"300664","鹏鹞环保","2018-01-05","1","2018-01-05","2018-01-05","0.50"
"300665","飞鹿股份","2017-06-13","1","2017-06-13","2017-06-13","0.50"
"300665","飞鹿股份","2020-09-01","1","2020-09-01","2020-09-15","40.00"
"300666","江丰电子","2017-06-15","1","2017-06-15","2017-06-15","0.50"
"300666","江丰电子","2017-11-15","1","2017-11-15","2017-11-23","24.00"
"300666","江丰电子","2019-08-06","1","2019-08-06","2019-08-19","36.00"
"300666","江丰电子","2020-05-29","1","2020-05-29","2020-06-01","4.00"
"300667","必创科技","2018-04-03","1","2018-04-03","2018-04-12","20.00"
"300667","必创科技","2019-02-25","1","2019-02-25","2019-03-11","40.00"
"300667","必创科技","2019-10-31","1","2019-10-31","2019-11-01","4.00"
"300668","杰恩设计","2017-06-19","1","2017-06-19","2017-06-19","0.50"
"300669","沪宁股份","2017-06-29","1","2017-06-29","2017-06-29","0.50"
"300670","大烨智能","2017-07-03","1","2017-07-03","2017-07-03","0.50"
"300670","大烨智能","2018-05-18","1","2018-05-18","2018-09-14","336.00"
"300670","大烨智能","2019-05-06","1","2019-05-06","2019-05-07","4.00"
"300670","大烨智能","2019-10-21","1","2019-10-21","2019-10-22","4.00"
"300671","富满电子","2017-07-05","1","2017-07-05","2017-07-05","0.50"
"300672","国科微","2017-07-12","1","2017-07-12","2017-07-12","0.50"
"300672","国科微","2017-09-20","1","2017-09-20","2017-09-25","12.00"
"300672","国科微","2018-05-22","1","2018-05-22","2018-06-05","40.00"
"300674","宇信科技","2018-11-07","1","2018-11-07","2018-11-07","0.50"
"300675","建科院","2017-07-19","1","2017-07-19","2017-07-19","0.50"
"300676","华大基因","2017-07-14","1","2017-07-14","2017-07-14","0.50"
"300676","华大基因","2017-09-08","1","2017-09-08","2017-09-18","22.00"
"300676","华大基因","2017-11-16","1","2017-11-16","2017-11-23","20.00"
"300678","中科信息","2017-07-28","1","2017-07-28","2017-07-28","0.50"
"300678","中科信息","2017-08-24","1","2017-08-24","2017-09-01","22.00"
"300678","中科信息","2017-09-06","1","2017-09-06","2017-09-20","40.00"
"300678","中科信息","2020-08-27","1","2020-08-27","2020-09-10","40.00"
"300679","电连技术","2017-07-31","1","2017-07-31","2017-07-31","0.50"
"300680","隆盛科技","2017-07-25","1","2017-07-25","2017-07-25","0.50"
"300680","隆盛科技","2017-11-03","1","2017-11-03","2018-02-12","280.00"
"300680","隆盛科技","2018-04-26","1","2018-04-26","2018-05-04","16.00"
"300680","隆盛科技","2018-05-29","1","2018-05-29","2018-06-05","20.00"
"300680","隆盛科技","2018-06-28","1","2018-06-28","2018-07-05","20.00"
"300681","英搏尔","2017-07-25","1","2017-07-25","2017-07-25","0.50"
"300682","朗新科技","2017-08-01","1","2017-08-01","2017-08-01","0.50"
"300682","朗新科技","2018-01-22","1","2018-01-22","2018-03-22","152.00"
"300682","朗新科技","2018-10-31","1","2018-10-31","2018-11-16","48.00"
"300682","朗新科技","2019-04-22","1","2019-04-22","2019-04-23","4.00"
"300683","海特生物","2018-05-10","1","2018-05-10","2018-08-01","232.00"
"300683","海特生物","2019-04-19","1","2019-04-19","2019-04-19","2.00"
"300685","艾德生物","2017-08-02","1","2017-08-02","2017-08-02","0.50"
"300686","智动力","2017-08-04","1","2017-08-04","2017-08-04","0.50"
"300687","赛意信息","2017-11-21","1","2017-11-21","2017-12-05","40.00"
"300688","创业黑马","2017-08-10","1","2017-08-10","2017-08-10","0.50"
"300688","创业黑马","2017-09-12","1","2017-09-12","2017-09-20","24.00"
"300688","创业黑马","2018-03-20","1","2018-03-20","2018-03-27","20.00"
"300689","澄天伟业","2017-08-09","1","2017-08-09","2017-08-09","0.50"
"300690","双一科技","2017-08-08","1","2017-08-08","2017-08-08","0.50"
"300691","联合光电","2017-08-11","1","2017-08-11","2017-08-11","0.50"
"300692","中环环保","2017-08-21","1","2017-08-21","2017-08-21","0.50"
"300692","中环环保","2017-09-13","1","2017-09-13","2017-09-20","20.00"
"300693","盛弘股份","2017-08-22","1","2017-08-22","2017-08-22","0.50"
"300693","盛弘股份","2017-11-30","1","2017-11-30","2017-12-07","20.00"
"300694","蠡湖股份","2018-10-15","1","2018-10-15","2018-10-15","0.50"
"300695","兆丰股份","2017-09-08","1","2017-09-08","2017-09-08","0.50"
"300696","爱乐达","2017-08-22","1","2017-08-22","2017-08-22","0.50"
"300697","电工合金","2017-09-07","1","2017-09-07","2017-09-07","0.50"
"300699","光威复材","2017-09-01","1","2017-09-01","2017-09-01","0.50"
"300700","岱勒新材","2017-09-12","1","2017-09-12","2017-09-12","0.50"
"300700","岱勒新材","2017-10-11","1","2017-10-11","2017-10-25","40.00"
"300701","森霸股份","2017-09-15","1","2017-09-15","2017-09-15","0.50"
"300702","天宇股份","2017-09-19","1","2017-09-19","2017-09-19","0.50"
"300705","九典制药","2017-10-10","1","2017-10-10","2017-10-10","0.50"
"300706","阿石创","2017-09-26","1","2017-09-26","2017-09-26","0.50"
"300707","威唐工业","2017-10-10","1","2017-10-10","2017-10-10","0.50"
"300708","聚灿光电","2017-10-16","1","2017-10-16","2017-10-16","0.52"
"300709","精研科技","2017-10-19","1","2017-10-19","2017-10-19","0.50"
"300710","万隆光电","2017-10-19","1","2017-10-19","2017-10-19","0.50"
"300711","广哈通信","2017-11-01","1","2017-11-01","2017-11-01","0.50"
"300712","永福股份","2017-10-31","1","2017-10-31","2017-10-31","0.50"
"300713","英可瑞","2017-11-01","1","2017-11-01","2017-11-01","0.50"
"300715","凯伦股份","2017-10-26","1","2017-10-26","2017-10-26","0.50"
"300715","凯伦股份","2019-12-20","1","2019-12-20","2019-12-30","24.00"
"300716","国立科技","2017-11-09","1","2017-11-09","2017-11-09","0.50"
"300717","华信新材","2017-11-06","1","2017-11-06","2017-11-06","0.50"
"300718","长盛轴承","2017-11-06","1","2017-11-06","2017-11-06","0.50"
"300719","安达维尔","2017-11-09","1","2017-11-09","2017-11-09","0.50"
"300720","海川智能","2017-11-06","1","2017-11-06","2017-11-06","0.50"
"300721","怡达股份","2017-11-15","1","2017-11-15","2017-11-15","0.50"
"300722","新余国科","2017-11-10","1","2017-11-10","2017-11-10","0.50"
"300722","新余国科","2020-10-12","1","2020-10-12","2020-10-14","8.00"
"300723","一品红","2017-11-16","1","2017-11-16","2017-11-16","0.50"
"300724","捷佳伟创","2018-08-10","1","2018-08-10","2018-08-10","0.50"
"300725","药石科技","2017-11-10","1","2017-11-10","2017-11-10","0.50"
"300725","药石科技","2017-12-12","1","2017-12-12","2017-12-19","20.00"
"300726","宏达电子","2017-11-21","1","2017-11-21","2017-11-21","0.50"
"300727","润禾材料","2017-11-27","1","2017-11-27","2017-11-27","0.50"
"300730","科创信息","2017-12-25","1","2017-12-25","2018-01-02","20.00"
"300731","科创新源","2017-12-08","1","2017-12-08","2017-12-08","0.50"
"300731","科创新源","2018-05-28","1","2018-05-28","2018-06-04","20.00"
"300731","科创新源","2019-10-10","1","2019-10-10","2019-10-24","40.00"
"300732","设研院","2017-12-12","1","2017-12-12","2017-12-12","0.50"
"300732","设研院","2018-05-29","1","2018-05-29","2018-06-29","88.00"
"300732","设研院","2018-08-28","1","2018-08-28","2018-09-18","60.00"
"300732","设研院","2018-10-19","1","2018-10-19","2018-10-30","28.00"
"300733","西菱动力","2018-01-16","1","2018-01-16","2018-01-16","0.50"
"300735","光弘科技","2017-12-29","1","2017-12-29","2017-12-29","0.50"
"300736","百华悦邦","2018-01-09","1","2018-01-09","2018-01-09","1.00"
"300737","科顺股份","2018-01-25","1","2018-01-25","2018-01-25","0.50"
"300738","奥飞数据","2018-01-19","1","2018-01-19","2018-01-19","0.50"
"300740","御家汇","2018-02-08","1","2018-02-08","2018-02-08","0.50"
"300740","御家汇","2018-06-19","1","2018-06-19","2018-11-14","400.00"
"300741","华宝股份","2018-03-01","1","2018-03-01","2018-03-01","0.50"
"300742","越博动力","2018-05-08","1","2018-05-08","2018-05-08","0.50"
"300746","汉嘉设计","2018-05-25","1","2018-05-25","2018-05-25","0.50"
"300746","汉嘉设计","2018-10-08","1","2018-10-08","2018-10-29","60.00"
"300746","汉嘉设计","2019-03-19","1","2019-03-19","2019-03-20","4.00"
"300747","锐科激光","2018-06-25","1","2018-06-25","2018-06-25","0.50"
"300748","金力永磁","2018-09-21","1","2018-09-21","2018-09-21","0.50"
"300749","顶固集创","2018-09-25","1","2018-09-25","2018-09-25","0.50"
"300749","顶固集创","2019-01-24","1","2019-01-24","2019-02-14","40.00"
"300749","顶固集创","2019-10-31","1","2019-10-31","2019-11-07","20.00"
"300750","宁德时代","2018-06-11","1","2018-06-11","2018-06-11","0.50"
"300751","迈为股份","2018-11-09","1","2018-11-09","2018-11-09","0.50"
"300752","隆利科技","2018-11-30","1","2018-11-30","2018-11-30","0.50"
"300755","华致酒行","2019-01-29","1","2019-01-29","2019-01-29","0.50"
"300756","中山金马","2018-12-28","1","2018-12-28","2018-12-28","0.50"
"300757","罗博特科","2019-01-08","1","2019-01-08","2019-01-08","0.50"
"300758","七彩化学","2019-02-22","1","2019-02-22","2019-02-22","0.50"
"300759","康龙化成","2019-01-28","1","2019-01-28","2019-01-28","0.50"
"300760","迈瑞医疗","2018-10-16","1","2018-10-16","2018-10-16","0.50"
"300761","立华股份","2019-02-18","1","2019-02-18","2019-02-18","0.50"
"300762","上海瀚讯","2019-03-14","1","2019-03-14","2019-03-14","0.50"
"300763","锦浪科技","2019-03-19","1","2019-03-19","2019-03-19","0.50"
"300766","每日互动","2019-03-25","1","2019-03-25","2019-03-25","0.50"
"300767","震安科技","2019-03-29","1","2019-03-29","2019-03-29","0.50"
"300768","迪普科技","2019-04-12","1","2019-04-12","2019-04-12","0.50"
"300769","德方纳米","2019-04-15","1","2019-04-15","2019-04-15","0.50"
"300770","新媒股份","2019-04-19","1","2019-04-19","2019-04-19","0.50"
"300771","智莱科技","2019-04-22","1","2019-04-22","2019-04-22","0.50"
"300772","运达股份","2019-04-26","1","2019-04-26","2019-04-26","0.50"
"300773","拉卡拉","2019-04-25","1","2019-04-25","2019-04-25","0.50"
"300773","拉卡拉","2019-12-27","1","2019-12-27","2019-12-27","2.00"
"300775","三角防务","2019-05-21","1","2019-05-21","2019-05-21","0.50"
"300777","中简科技","2019-05-16","1","2019-05-16","2019-05-16","0.50"
"300778","新城市","2019-05-10","1","2019-05-10","2019-05-10","0.50"
"300779","惠城环保","2019-05-22","1","2019-05-22","2019-05-22","0.50"
"300780","德恩精工","2019-05-31","1","2019-05-31","2019-05-31","0.50"
"300781","因赛集团","2019-06-06","1","2019-06-06","2019-06-06","0.50"
"300782","卓胜微","2019-06-18","1","2019-06-18","2019-06-18","0.50"
"300783","三只松鼠","2019-07-12","1","2019-07-12","2019-07-12","0.50"
"300785","值得买","2019-07-15","1","2019-07-15","2019-07-15","0.50"
"300786","国林环保","2019-07-23","1","2019-07-23","2019-07-23","0.50"
"300788","中信出版","2019-07-05","1","2019-07-05","2019-07-05","0.50"
"300789","唐源电气","2019-08-28","1","2019-08-28","2019-08-28","0.50"
"300790","宇瞳光学","2019-09-20","1","2019-09-20","2019-09-20","0.50"
"300791","仙乐健康","2019-09-25","1","2019-09-25","2019-09-25","0.50"
"300792","壹网壹创","2019-09-27","1","2019-09-27","2019-09-27","0.50"
"300793","佳禾智能","2019-10-18","1","2019-10-18","2019-10-18","0.50"
"300795","米奥兰特","2019-10-22","1","2019-10-22","2019-10-22","0.50"
"300796","贝斯美","2019-11-15","1","2019-11-15","2019-11-15","0.50"
"300797","钢研纳克","2019-11-01","1","2019-11-01","2019-11-01","0.50"
"300798","锦鸡股份","2019-11-22","1","2019-11-22","2019-11-22","0.50"
"300799","左江科技","2019-10-29","1","2019-10-29","2019-10-29","0.50"
"300800","力合科技","2019-11-06","1","2019-11-06","2019-11-06","0.50"
"300801","泰和科技","2019-11-28","1","2019-11-28","2019-11-28","0.50"
"300802","矩子科技","2019-11-14","1","2019-11-14","2019-11-14","0.50"
"300802","矩子科技","2020-04-09","1","2020-04-09","2020-04-10","4.00"
"300803","指南针","2019-11-18","1","2019-11-18","2019-11-18","0.50"
"300805","电声股份","2019-11-21","1","2019-11-21","2019-11-21","0.50"
"300806","斯迪克","2019-11-25","1","2019-11-25","2019-11-25","0.50"
"300807","天迈科技","2019-12-19","1","2019-12-19","2019-12-19","0.50"
"300808","久量股份","2019-11-29","1","2019-11-29","2019-11-29","0.50"
"300809","华辰装备","2019-12-04","1","2019-12-04","2019-12-04","0.50"
"300810","中科海讯","2019-12-06","1","2019-12-06","2019-12-06","0.50"
"300811","铂科新材","2019-12-30","1","2019-12-30","2019-12-30","0.50"
"300812","易天股份","2020-01-09","1","2020-01-09","2020-01-09","0.50"
"300815","玉禾田","2020-01-23","1","2020-01-23","2020-01-23","0.50"
"300816","艾可蓝","2020-02-10","1","2020-02-10","2020-02-10","0.50"
"300817","双飞股份","2020-02-18","1","2020-02-18","2020-02-18","0.50"
"300818","耐普矿机","2020-02-12","1","2020-02-12","2020-02-12","0.50"
"300819","聚杰微纤","2020-03-12","1","2020-03-12","2020-03-12","0.50"
"300820","英杰电气","2020-02-13","1","2020-02-13","2020-02-13","0.50"
"300821","东岳硅材","2020-03-12","1","2020-03-12","2020-03-12","0.50"
"300822","贝仕达克","2020-03-13","1","2020-03-13","2020-03-13","0.50"
"300823","建科机械","2020-03-19","1","2020-03-19","2020-03-19","0.50"
"300824","北鼎晶辉","2020-06-19","1","2020-06-19","2020-06-19","0.50"
"300825","阿尔特","2020-03-27","1","2020-03-27","2020-03-27","0.50"
"300826","测绘股份","2020-04-03","1","2020-04-03","2020-04-03","0.50"
"300827","上能电气","2020-04-10","1","2020-04-10","2020-04-10","0.50"
"300828","锐新科技","2020-04-21","1","2020-04-21","2020-04-21","0.50"
"300829","金丹科技","2020-04-22","1","2020-04-22","2020-04-22","0.50"
"300830","金现代","2020-05-06","1","2020-05-06","2020-05-06","0.50"
"300831","派瑞股份","2020-05-07","1","2020-05-07","2020-05-07","0.50"
"300832","新产业","2020-05-12","1","2020-05-12","2020-05-12","0.50"
"300833","浩洋股份","2020-05-20","1","2020-05-20","2020-05-20","0.50"
"300835","龙磁科技","2020-05-25","1","2020-05-25","2020-05-25","0.50"
"300840","酷特智能","2020-07-08","1","2020-07-08","2020-07-08","0.50"
"300841","康华生物","2020-06-16","1","2020-06-16","2020-06-16","0.50"
"300842","帝科股份","2020-06-18","1","2020-06-18","2020-06-18","0.50"
"300843","胜蓝股份","2020-07-02","1","2020-07-02","2020-07-02","0.50"
"300845","捷安高科","2020-07-03","1","2020-07-03","2020-07-03","0.50"
"300846","首都在线","2020-07-01","1","2020-07-01","2020-07-01","0.50"
"300847","中船汉光","2020-07-09","1","2020-07-09","2020-07-09","0.50"
"300848","美瑞新材","2020-07-20","1","2020-07-20","2020-07-20","0.50"
"300849","锦盛新材","2020-07-10","1","2020-07-10","2020-07-10","0.50"
"300850","新强联","2020-07-13","1","2020-07-13","2020-07-13","0.50"
"300851","交大思诺","2020-07-17","1","2020-07-17","2020-07-17","0.50"
"300852","四会富仕","2020-07-13","1","2020-07-13","2020-07-13","0.50"
"300853","申昊科技","2020-07-24","1","2020-07-24","2020-07-24","0.50"
"300855","图南股份","2020-07-23","1","2020-07-23","2020-07-23","0.50"
"300856","科思股份","2020-07-22","1","2020-07-22","2020-07-22","0.50"
"300859","西域旅游","2020-08-06","1","2020-08-06","2020-08-06","0.50"
"300861","美畅股份","2020-08-24","1","2020-08-24","2020-08-24","0.16"
"300862","蓝盾光电","2020-08-25","1","2020-08-25","2020-08-25","0.17"
"300863","卡倍亿","2020-08-24","1","2020-08-24","2020-08-24","0.16"
"300863","卡倍亿","2020-08-24","1","2020-08-24","2020-08-24","0.13"
"300863","卡倍亿","2020-08-25","1","2020-08-25","2020-08-25","0.17"
"300864","南大环境","2020-08-24","1","2020-08-24","2020-08-24","0.16"
"300865","大宏立","2020-08-26","1","2020-08-26","2020-08-26","0.16"
"300867","圣元环保","2020-08-25","1","2020-08-25","2020-08-25","0.16"
"300867","圣元环保","2020-08-25","1","2020-08-25","2020-08-25","0.16"
"300868","杰美特","2020-08-25","1","2020-08-25","2020-08-25","0.17"
"300869","康泰医学","2020-08-24","1","2020-08-24","2020-08-24","0.17"
"300869","康泰医学","2020-08-24","1","2020-08-24","2020-08-24","0.16"
"300869","康泰医学","2020-08-25","1","2020-08-25","2020-08-25","0.17"
