"Stkcd","Stknme","Annctime","Type","Suspdate","Resmdate","Timeperd"
"600896","*ST 海投","2018-05-07","1","2018-05-07","2018-07-13","192.00"
"600896","*ST 海投","2019-04-04","1","2019-04-04","2019-04-08","4.00"
"600901","江苏租赁","2018-03-01","1","2018-03-01","2018-03-01","0.50"
"600903","贵州燃气","2017-11-07","1","2017-11-07","2017-11-07","0.50"
"600903","贵州燃气","2017-12-28","1","2017-12-28","2018-01-02","8.00"
"600903","贵州燃气","2018-01-17","1","2018-01-17","2018-01-22","12.00"
"600903","贵州燃气","2018-02-28","1","2018-02-28","2018-03-01","4.00"
"600908","无锡银行","2016-09-23","1","2016-09-23","2016-09-23","0.50"
"600908","无锡银行","2017-05-04","1","2017-05-04","2017-05-05","4.00"
"600908","无锡银行","2017-05-09","1","2017-05-09","2017-05-15","16.00"
"600909","华安证券","2016-12-06","1","2016-12-06","2016-12-06","0.50"
"600917","重庆燃气","2020-11-13","1","2020-11-13","2020-11-16","4.00"
"600917","重庆燃气","2020-11-16","1","2020-11-16","2020-11-20","16.00"
"600918","中泰证券","2020-06-03","1","2020-06-03","2020-06-03","0.50"
"600919","江苏银行","2016-08-02","1","2016-08-02","2016-08-02","0.50"
"600919","江苏银行","2020-12-09","1","2020-12-09","2020-12-17","24.00"
"600926","杭州银行","2016-10-27","1","2016-10-27","2016-10-27","0.50"
"600928","西安银行","2019-03-01","1","2019-03-01","2019-03-01","0.50"
"600929","湖南盐业","2018-03-26","1","2018-03-26","2018-03-26","0.50"
"600933","爱柯迪","2017-11-17","1","2017-11-17","2017-11-17","0.50"
"600936","广西广电","2016-08-15","1","2016-08-15","2016-08-15","0.50"
"600939","重庆建工","2017-02-21","1","2017-02-21","2017-02-21","0.50"
"600956","新天绿能","2020-06-29","1","2020-06-29","2020-06-29","0.50"
"600958","东方证券","2017-02-06","1","2017-02-06","2017-02-14","24.00"
"600959","江苏有线","2017-06-19","1","2017-06-19","2017-10-11","308.00"
"600959","江苏有线","2018-01-17","1","2018-01-17","2018-02-13","76.00"
"600959","江苏有线","2018-04-19","1","2018-04-19","2018-04-27","24.00"
"600960","渤海活塞","2016-09-29","1","2016-09-29","2016-09-30","4.00"
"600960","渤海活塞","2016-09-30","1","2016-09-30","2016-10-11","8.00"
"600960","渤海活塞","2017-12-07","1","2017-12-07","2018-04-25","364.00"
"600962","国投中鲁","2018-03-16","1","2018-03-16","2018-03-19","4.00"
"600962","国投中鲁","2018-03-21","1","2018-03-21","2018-03-26","12.00"
"600966","博汇纸业","2017-12-06","1","2017-12-06","2017-12-12","16.00"
"600966","博汇纸业","2019-12-30","1","2019-12-30","2019-12-31","2.00"
"600966","博汇纸业","2019-12-31","1","2019-12-31","2020-01-02","4.00"
"600966","博汇纸业","2020-09-28","1","2020-09-28","2020-09-29","4.00"
"600967","北方创业","2016-08-11","1","2016-08-11","2016-08-18","20.00"
"600968","海油发展","2019-06-26","1","2019-06-26","2019-06-26","0.50"
"600970","中材国际","2017-09-07","1","2017-09-07","2017-09-08","4.00"
"600970","中材国际","2017-09-08","1","2017-09-08","2017-09-11","4.00"
"600970","中材国际","2020-10-19","1","2020-10-19","2020-11-02","40.00"
"600973","宝胜股份","2016-11-28","1","2016-11-28","2016-11-29","4.00"
"600973","宝胜股份","2016-11-29","1","2016-11-29","2017-02-22","220.00"
"600973","宝胜股份","2018-05-15","1","2018-05-15","2018-05-28","36.00"
"600975","新五丰","2017-07-10","1","2017-07-10","2017-10-26","292.00"
"600976","健民集团","2016-09-19","1","2016-09-19","2016-09-20","4.00"
"600976","健民集团","2016-09-20","1","2016-09-20","2016-10-10","36.00"
"600977","中国电影","2016-08-09","1","2016-08-09","2016-08-09","0.50"
"600979","广安爱众","2016-11-14","1","2016-11-14","2016-11-15","4.00"
"600979","广安爱众","2016-11-15","1","2016-11-15","2017-04-17","404.00"
"600979","广安爱众","2018-03-12","1","2018-03-12","2018-03-13","4.00"
"600982","宁波热电","2016-12-22","1","2016-12-22","2016-12-23","4.00"
"600982","宁波热电","2016-12-23","1","2016-12-23","2016-12-29","16.00"
"600982","宁波热电","2017-02-09","1","2017-02-09","2017-02-10","4.00"
"600982","宁波热电","2017-02-10","1","2017-02-10","2017-02-16","16.00"
"600982","宁波热电","2019-03-27","1","2019-03-27","2019-03-28","4.00"
"600983","惠而浦","2017-07-25","1","2017-07-25","2017-07-27","8.00"
"600983","惠而浦","2020-08-24","1","2020-08-24","2020-08-26","8.00"
"600984","建设机械","2018-02-05","1","2018-02-05","2018-02-26","40.00"
"600985","雷鸣科化","2017-08-01","1","2017-08-01","2017-12-20","384.00"
"600985","雷鸣科化","2018-07-06","1","2018-07-06","2018-07-13","20.00"
"600986","科达股份","2016-06-27","1","2016-06-27","2016-06-28","4.00"
"600986","科达股份","2016-06-28","1","2016-06-28","2016-07-18","56.00"
"600986","科达股份","2016-11-09","1","2016-11-09","2016-11-16","20.00"
"600986","科达股份","2017-04-06","1","2017-04-06","2017-04-13","20.00"
"600986","科达股份","2018-01-29","1","2018-01-29","2018-01-30","4.00"
"600986","科达股份","2018-01-30","1","2018-01-30","2018-01-31","4.00"
"600987","航民股份","2018-03-05","1","2018-03-05","2018-03-06","4.00"
"600987","航民股份","2018-03-06","1","2018-03-06","2018-05-23","208.00"
"600987","航民股份","2018-08-30","1","2018-08-30","2018-08-31","4.00"
"600987","航民股份","2018-08-31","1","2018-08-31","2018-09-06","16.00"
"600988","赤峰黄金","2017-08-15","1","2017-08-15","2017-08-17","8.00"
"600988","赤峰黄金","2019-04-16","1","2019-04-16","2019-04-23","20.00"
"600988","赤峰黄金","2019-10-09","1","2019-10-09","2019-10-10","4.00"
"600989","宝丰能源","2019-05-16","1","2019-05-16","2019-05-16","0.50"
"600990","四创电子","2016-11-25","1","2016-11-25","2016-11-28","4.00"
"600990","四创电子","2016-11-28","1","2016-11-28","2016-12-06","24.00"
"600995","文山电力","2016-09-30","1","2016-09-30","2016-10-14","20.00"
"600996","贵广网络","2016-12-26","1","2016-12-26","2016-12-26","0.50"
"600996","贵广网络","2017-08-08","1","2017-08-08","2017-08-09","4.00"
"600996","贵广网络","2017-08-09","1","2017-08-09","2017-08-10","4.00"
"600998","九州通","2016-11-17","1","2016-11-17","2016-11-30","36.00"
"600999","招商证券","2020-07-10","1","2020-07-10","2020-07-20","24.00"
"601000","唐山港","2016-07-15","1","2016-07-15","2016-07-18","4.00"
"601000","唐山港","2016-07-18","1","2016-07-18","2016-07-26","24.00"
"601000","唐山港","2017-04-13","1","2017-04-13","2017-04-17","8.00"
"601001","大同煤业","2017-06-22","1","2017-06-22","2017-07-21","84.00"
"601003","柳钢股份","2017-10-17","1","2017-10-17","2018-01-18","264.00"
"601005","重庆钢铁","2016-06-02","1","2016-06-02","2017-05-26","952.00"
"601005","*ST 重钢","2017-08-01","1","2017-08-01","2018-01-03","420.00"
"601005","*ST 重钢","2018-03-08","1","2018-03-08","2018-03-09","4.00"
"601007","金陵饭店","2018-06-01","1","2018-06-01","2018-06-08","20.00"
"601009","南京银行","2017-07-31","1","2017-07-31","2017-08-02","8.00"
"601011","宝泰隆","2016-06-01","1","2016-06-01","2016-06-02","4.00"
"601011","宝泰隆","2016-07-25","1","2016-07-25","2016-07-29","16.00"
"601011","宝泰隆","2017-08-01","1","2017-08-01","2017-08-03","8.00"
"601012","隆基股份","2016-09-28","1","2016-09-28","2016-09-29","4.00"
"601012","隆基股份","2019-04-09","1","2019-04-09","2019-04-17","24.00"
"601015","陕西黑猫","2016-06-13","1","2016-06-13","2016-06-14","4.00"
"601015","陕西黑猫","2016-06-14","1","2016-06-14","2016-06-15","4.00"
"601019","山东出版","2017-11-22","1","2017-11-22","2017-11-22","0.50"
"601020","华钰矿业","2017-12-12","1","2017-12-12","2017-12-19","20.00"
"601020","华钰矿业","2018-03-26","1","2018-03-26","2018-03-27","4.00"
"601020","华钰矿业","2018-03-27","1","2018-03-27","2018-04-03","20.00"
"601021","春秋航空","2016-08-15","1","2016-08-15","2016-08-24","28.00"
"601028","玉龙股份","2016-07-08","1","2016-07-08","2016-07-11","2.00"
"601028","玉龙股份","2016-07-11","1","2016-07-11","2016-07-20","28.00"
"601028","玉龙股份","2017-02-07","1","2017-02-07","2017-02-21","40.00"
"601028","玉龙股份","2017-03-24","1","2017-03-24","2017-03-27","4.00"
"601028","玉龙股份","2017-06-23","1","2017-06-23","2017-08-29","188.00"
"601058","赛轮金宇","2017-07-05","1","2017-07-05","2017-07-06","4.00"
"601058","赛轮金宇","2017-07-06","1","2017-07-06","2017-07-11","12.00"
"601066","中信建投","2018-06-20","1","2018-06-20","2018-06-20","0.50"
"601068","中铝国际","2018-08-31","1","2018-08-31","2018-08-31","0.50"
"601069","西部黄金","2017-04-17","1","2017-04-17","2017-04-18","4.00"
"601069","西部黄金","2017-04-18","1","2017-04-18","2017-09-15","420.00"
"601069","西部黄金","2018-01-09","1","2018-01-09","2018-01-15","16.00"
"601077","渝农商行","2019-10-29","1","2019-10-29","2019-10-29","0.50"
"601086","国芳集团","2017-09-29","1","2017-09-29","2017-09-29","0.50"
"601088","中国神华","2017-06-05","1","2017-06-05","2017-09-01","256.00"
"601099","太平洋","2017-02-03","1","2017-02-03","2017-02-06","4.00"
"601099","太平洋","2017-02-06","1","2017-02-06","2017-02-17","36.00"
"601101","昊华能源","2016-07-11","1","2016-07-11","2016-12-13","416.00"
"601101","昊华能源","2019-12-27","1","2019-12-27","2019-12-30","4.00"
"601106","中国一重","2016-08-29","1","2016-08-29","2016-09-06","24.00"
"601106","中国一重","2017-04-20","1","2017-04-20","2017-04-21","4.00"
"601106","*ST 一重","2018-05-08","1","2018-05-08","2018-05-09","4.00"
"601107","四川成渝","2017-02-20","1","2017-02-20","2017-03-07","44.00"
"601108","财通证券","2017-10-24","1","2017-10-24","2017-10-24","0.50"
"601111","中国国航","2020-06-09","1","2020-06-09","2020-06-10","4.00"
"601116","三江购物","2016-11-07","1","2016-11-07","2016-11-08","4.00"
"601116","三江购物","2016-11-08","1","2016-11-08","2016-11-21","36.00"
"601116","三江购物","2016-12-02","1","2016-12-02","2016-12-05","4.00"
"601116","三江购物","2016-12-05","1","2016-12-05","2016-12-06","4.00"
"601116","三江购物","2016-12-16","1","2016-12-16","2016-12-21","12.00"
"601118","海南橡胶","2017-07-12","1","2017-07-12","2017-07-19","20.00"
"601118","海南橡胶","2018-05-24","1","2018-05-24","2018-05-25","4.00"
"601118","海南橡胶","2018-05-25","1","2018-05-25","2018-11-08","448.00"
"601126","四方股份","2017-01-13","1","2017-01-13","2017-01-16","2.00"
"601127","小康股份","2016-06-15","1","2016-06-15","2016-06-15","0.50"
"601127","小康股份","2016-12-06","1","2016-12-06","2016-12-20","40.00"
"601127","小康股份","2017-02-20","1","2017-02-20","2017-02-21","4.00"
"601127","小康股份","2017-02-21","1","2017-02-21","2017-03-07","40.00"
"601127","小康股份","2018-04-03","1","2018-04-03","2018-04-04","4.00"
"601127","小康股份","2018-04-04","1","2018-04-04","2018-04-10","8.00"
"601127","小康股份","2020-03-12","1","2020-03-12","2020-03-13","4.00"
"601128","常熟银行","2016-09-30","1","2016-09-30","2016-09-30","0.50"
"601137","博威合金","2018-03-09","1","2018-03-09","2018-03-12","4.00"
"601137","博威合金","2019-04-11","1","2019-04-11","2019-04-12","4.00"
"601138","工业富联","2018-06-08","1","2018-06-08","2018-06-08","0.50"
"601139","深圳燃气","2016-08-08","1","2016-08-08","2016-08-09","4.00"
"601155","新城控股","2017-07-10","1","2017-07-10","2017-07-11","4.00"
"601155","新城控股","2017-11-06","1","2017-11-06","2017-11-07","4.00"
"601162","天风证券","2018-10-19","1","2018-10-19","2018-10-19","0.50"
"601162","天风证券","2020-03-11","1","2020-03-11","2020-03-19","24.00"
"601163","三角轮胎","2016-09-09","1","2016-09-09","2016-09-09","0.50"
"601166","兴业银行","2016-07-25","1","2016-07-25","2016-08-01","20.00"
"601168","西部矿业","2016-12-19","1","2016-12-19","2017-04-12","296.00"
"601168","西部矿业","2017-08-01","1","2017-08-01","2017-08-08","20.00"
"601169","北京银行","2016-10-12","1","2016-10-12","2016-10-13","2.00"
"601169","北京银行","2017-04-14","1","2017-04-14","2017-04-17","4.00"
"601169","北京银行","2017-04-17","1","2017-04-17","2017-04-26","28.00"
"601187","厦门银行","2020-10-27","1","2020-10-27","2020-10-27","0.50"
"601188","龙江交通","2016-08-26","1","2016-08-26","2016-08-29","4.00"
"601188","龙江交通","2016-08-29","1","2016-08-29","2016-08-30","4.00"
"601200","上海环境","2017-03-31","1","2017-03-31","2017-03-31","0.50"
"601212","白银有色","2017-02-15","1","2017-02-15","2017-02-15","0.50"
"601212","白银有色","2017-03-03","1","2017-03-03","2017-03-08","12.00"
"601212","白银有色","2017-09-25","1","2017-09-25","2017-11-20","140.00"
"601212","白银有色","2018-05-04","1","2018-05-04","2018-05-11","20.00"
"601216","君正集团","2016-08-23","1","2016-08-23","2016-08-24","4.00"
"601216","君正集团","2016-08-24","1","2016-08-24","2016-08-26","8.00"
"601216","君正集团","2017-12-15","1","2017-12-15","2018-04-19","324.00"
"601228","广州港","2017-03-29","1","2017-03-29","2017-03-29","0.50"
"601229","上海银行","2016-11-16","1","2016-11-16","2016-11-16","0.50"
"601231","环旭电子","2019-12-04","1","2019-12-04","2019-12-13","28.00"
"601231","环旭电子","2020-03-26","1","2020-03-26","2020-03-27","4.00"
"601233","桐昆股份","2016-12-12","1","2016-12-12","2016-12-13","4.00"
"601236","红塔证券","2019-07-05","1","2019-07-05","2019-07-05","0.50"
"601238","广汽集团","2016-10-18","1","2016-10-18","2016-11-01","40.00"
"601298","青岛港","2019-01-21","1","2019-01-21","2019-01-21","0.50"
"601313","江南嘉捷","2017-06-12","1","2017-06-12","2017-06-13","4.00"
"601313","江南嘉捷","2017-06-13","1","2017-06-13","2017-11-07","400.00"
"601313","江南嘉捷","2017-12-21","1","2017-12-21","2017-12-22","4.00"
"601313","江南嘉捷","2017-12-22","1","2017-12-22","2018-01-02","24.00"
"601313","江南嘉捷","2018-02-22","1","2018-02-22","2018-02-28","16.00"
"601313","江南嘉捷","2018-02-23","2","2018-02-28","","-8888.00"
"601319","中国人保","2018-11-16","1","2018-11-16","2018-11-16","0.50"
"601326","秦港股份","2017-08-16","1","2017-08-16","2017-08-16","0.50"
"601339","百隆东方","2018-06-12","1","2018-06-12","2018-06-13","4.00"
"601360","三六零","2018-05-02","1","2018-05-02","2018-05-16","40.00"
"601366","利群股份","2017-04-12","1","2017-04-12","2017-04-12","0.50"
"601366","利群股份","2018-03-05","1","2018-03-05","2018-03-12","20.00"
"601368","绿城水务","2017-08-01","1","2017-08-01","2017-08-09","24.00"
"601369","陕鼓动力","2017-12-28","1","2017-12-28","2017-12-29","4.00"
"601369","陕鼓动力","2017-12-29","1","2017-12-29","2018-03-02","156.00"
"601375","中原证券","2017-01-03","1","2017-01-03","2017-01-03","0.50"
"601377","兴业证券","2017-05-26","1","2017-05-26","2017-06-06","20.00"
"601388","怡球资源","2016-06-27","1","2016-06-27","2016-06-28","4.00"
"601388","怡球资源","2016-06-28","1","2016-06-28","2016-06-30","8.00"
"601390","中国中铁","2018-05-07","1","2018-05-07","2018-08-20","296.00"
"601456","国联证券","2020-07-31","1","2020-07-31","2020-07-31","0.50"
"601456","国联证券","2020-09-21","1","2020-09-21","2020-10-13","40.00"
"601500","通用股份","2016-09-19","1","2016-09-19","2016-09-19","0.50"
"601500","通用股份","2018-03-08","1","2018-03-08","2018-03-13","12.00"
"601512","中新集团","2019-12-20","1","2019-12-20","2019-12-20","0.50"
"601518","吉林高速","2016-12-29","1","2016-12-29","2017-01-05","16.00"
"601518","吉林高速","2017-04-28","1","2017-04-28","2017-05-11","32.00"
"601519","大智慧","2017-04-28","1","2017-04-28","2017-05-02","4.00"
"601519","*ST 智慧","2017-06-08","1","2017-06-08","2017-06-12","8.00"
"601519","*ST 智慧","2018-05-09","1","2018-05-09","2018-05-10","4.00"
"601555","东吴证券","2016-07-28","1","2016-07-28","2016-08-01","8.00"
"601555","东吴证券","2020-03-13","1","2020-03-13","2020-03-23","24.00"
"601558","华锐风电","2017-04-25","1","2017-04-25","2017-04-26","4.00"
"601558","*ST 锐电","2018-01-10","1","2018-01-10","2018-01-11","4.00"
"601558","*ST 锐电","2018-01-11","1","2018-01-11","2018-01-12","4.00"
"601558","*ST 锐电","2018-04-11","1","2018-04-11","2018-04-12","4.00"
"601558","ST 锐电","2020-04-14","1","2020-04-14","2020-05-13","72.00"
"601558","退市锐电","2020-06-24","1","2020-06-24","","-9666.00"
"601558","退市锐电","2020-06-24","2","2020-07-02","","-8888.00"
"601568","北元集团","2020-10-20","1","2020-10-20","2020-10-20","0.50"
"601577","长沙银行","2018-09-26","1","2018-09-26","2018-09-26","0.50"
"601595","上海电影","2016-08-17","1","2016-08-17","2016-08-17","0.50"
"601599","鹿港文化","2020-07-06","1","2020-07-06","2020-07-13","20.00"
"601600","中国铝业","2017-09-12","1","2017-09-12","2018-02-26","432.00"
"601600","中国铝业","2018-11-20","1","2018-11-20","2018-11-21","4.00"
"601606","长城军工","2018-08-06","1","2018-08-06","2018-08-06","0.50"
"601608","中信重工","2017-04-19","1","2017-04-19","2017-07-26","268.00"
"601608","中信重工","2017-11-30","1","2017-11-30","2017-12-06","16.00"
"601609","金田铜业","2020-04-22","1","2020-04-22","2020-04-22","0.50"
"601611","中国核建","2016-06-06","1","2016-06-06","2016-06-06","0.50"
"601611","中国核建","2016-06-30","1","2016-06-30","2016-07-01","4.00"
"601615","明阳智能","2019-01-23","1","2019-01-23","2019-01-23","0.50"
"601619","嘉泽新能","2017-07-20","1","2017-07-20","2017-07-20","0.50"
"601619","嘉泽新能","2017-10-31","1","2017-10-31","2018-05-14","516.00"
"601633","长城汽车","2017-08-22","1","2017-08-22","2017-08-23","4.00"
"601633","长城汽车","2017-09-29","1","2017-09-29","2017-10-16","24.00"
"601678","滨化股份","2017-07-28","1","2017-07-28","2017-07-31","4.00"
"601678","滨化股份","2017-07-31","1","2017-07-31","2017-08-01","4.00"
"601686","友发集团","2020-12-04","1","2020-12-04","2020-12-04","0.50"
"601696","中银国际","2020-02-26","1","2020-02-26","2020-02-26","0.50"
"601698","中国卫通","2019-06-28","1","2019-06-28","2019-06-28","0.50"
"601700","风范股份","2016-11-25","1","2016-11-25","2017-05-03","416.00"
"601700","风范股份","2018-02-26","1","2018-02-26","2018-02-27","4.00"
"601700","风范股份","2018-02-27","1","2018-02-27","2018-03-12","36.00"
"601700","风范股份","2019-12-02","1","2019-12-02","2019-12-16","40.00"
"601700","风范股份","2020-09-24","1","2020-09-24","2020-09-25","4.00"
"601702","华峰铝业","2020-09-07","1","2020-09-07","2020-09-07","0.50"
"601717","郑煤机","2016-11-17","1","2016-11-17","2016-11-18","4.00"
"601717","郑煤机","2016-11-18","1","2016-11-18","2016-11-24","16.00"
"601717","郑煤机","2017-04-24","1","2017-04-24","2017-10-12","460.00"
"601717","郑煤机","2020-08-25","1","2020-08-25","2020-08-27","8.00"
"601727","上海电气","2016-08-31","1","2016-08-31","2017-05-08","648.00"
"601727","上海电气","2017-06-22","1","2017-06-22","2017-06-23","4.00"
"601727","上海电气","2017-06-23","1","2017-06-23","2017-07-03","24.00"
"601727","上海电气","2018-06-06","1","2018-06-06","2018-06-07","4.00"
"601727","上海电气","2018-06-07","1","2018-06-07","2018-08-07","168.00"
"601778","晶科科技","2020-05-19","1","2020-05-19","2020-05-19","0.50"
"601789","宁波建工","2016-07-11","1","2016-07-11","2016-07-12","4.00"
"601789","宁波建工","2016-07-12","1","2016-07-12","2016-10-27","280.00"
"601789","宁波建工","2017-03-17","1","2017-03-17","2017-04-11","60.00"
"601798","蓝科高新","2016-08-25","1","2016-08-25","2016-08-26","2.00"
"601798","蓝科高新","2016-08-26","1","2016-08-26","2016-11-28","236.00"
"601798","蓝科高新","2018-04-24","1","2018-04-24","2018-04-25","4.00"
"601798","*ST 蓝科","2019-04-23","1","2019-04-23","2019-04-24","4.00"
"601798","ST 蓝科","2020-04-27","1","2020-04-27","2020-04-28","4.00"
"601801","皖新传媒","2017-04-13","1","2017-04-13","2017-05-02","48.00"
"601801","皖新传媒","2017-05-24","1","2017-05-24","2017-05-25","4.00"
"601816","京沪高铁","2020-01-16","1","2020-01-16","2020-01-16","0.50"
"601818","光大银行","2016-07-14","1","2016-07-14","2016-07-15","4.00"
"601827","三峰环境","2020-06-05","1","2020-06-05","2020-06-05","0.50"
"601828","美凯龙","2018-01-17","1","2018-01-17","2018-01-17","0.50"
"601828","美凯龙","2018-04-04","1","2018-04-04","2018-04-09","4.00"
"601838","成都银行","2018-01-31","1","2018-01-31","2018-01-31","0.50"
"601860","紫金银行","2019-01-03","1","2019-01-03","2019-01-03","0.50"
"601866","中海集运","2016-09-28","1","2016-09-28","2016-10-12","20.00"
"601869","长飞光纤","2018-07-20","1","2018-07-20","2018-07-20","0.50"
"601872","招商轮船","2017-05-02","1","2017-05-02","2017-05-03","4.00"
"601872","招商轮船","2017-05-03","1","2017-05-03","2017-09-12","368.00"
"601872","招商轮船","2017-12-14","1","2017-12-14","2017-12-25","28.00"
"601877","正泰电器","2016-09-01","1","2016-09-01","2016-09-02","4.00"
"601877","正泰电器","2016-09-02","1","2016-09-02","2016-09-09","20.00"
"601880","大连港","2017-06-13","1","2017-06-13","2017-06-14","4.00"
"601880","大连港","2020-06-22","1","2020-06-22","2020-07-08","40.00"
"601880","大连港","2020-12-07","1","2020-12-07","2020-12-08","4.00"
"601881","中国银河","2017-01-23","1","2017-01-23","2017-01-23","0.50"
"601882","海天精工","2016-12-16","1","2016-12-16","2016-12-21","12.00"
"601899","紫金矿业","2016-07-07","1","2016-07-07","2016-07-11","8.00"
"601899","紫金矿业","2019-11-15","1","2019-11-15","2019-11-21","16.00"
"601900","南方传媒","2016-06-06","1","2016-06-06","2016-06-07","4.00"
"601900","南方传媒","2016-06-07","1","2016-06-07","2016-11-23","448.00"
"601900","南方传媒","2017-04-28","1","2017-04-28","2017-05-08","20.00"
"601901","方正证券","2017-02-17","1","2017-02-17","2017-02-20","4.00"
"601901","方正证券","2017-02-20","1","2017-02-20","2017-03-03","36.00"
"601916","浙商银行","2019-11-26","1","2019-11-26","2019-11-26","0.50"
"601918","*ST 新集","2016-07-11","1","2016-07-11","2016-07-25","40.00"
"601918","*ST 新集","2016-08-15","1","2016-08-15","2016-08-17","8.00"
"601918","*ST 新集","2017-03-24","1","2017-03-24","2017-03-27","4.00"
"601919","中远海控","2017-05-17","1","2017-05-17","2017-07-26","192.00"
"601919","中远海控","2017-10-27","1","2017-10-27","2017-10-31","8.00"
"601933","永辉超市","2017-12-08","1","2017-12-08","2017-12-11","2.00"
"601933","永辉超市","2017-12-11","1","2017-12-11","2017-12-12","4.00"
"601933","永辉超市","2017-12-12","1","2017-12-12","2017-12-18","16.00"
"601933","永辉超市","2018-01-24","1","2018-01-24","2018-01-25","4.00"
"601949","中国出版","2017-08-21","1","2017-08-21","2017-08-21","0.50"
"601952","苏垦农发","2017-05-15","1","2017-05-15","2017-05-15","0.50"
"601966","玲珑轮胎","2016-07-06","1","2016-07-06","2016-07-06","0.50"
"601966","玲珑轮胎","2016-11-14","1","2016-11-14","2016-11-28","40.00"
"601966","玲珑轮胎","2017-08-29","1","2017-08-29","2017-08-30","4.00"
"601966","玲珑轮胎","2017-08-30","1","2017-08-30","2017-09-01","8.00"
"601966","玲珑轮胎","2017-12-18","1","2017-12-18","2017-12-19","4.00"
"601966","玲珑轮胎","2017-12-19","1","2017-12-19","2017-12-20","4.00"
"601966","玲珑轮胎","2020-11-18","1","2020-11-20","2020-11-26","16.00"
"601968","宝钢包装","2016-09-19","1","2016-09-19","2016-09-20","4.00"
"601968","宝钢包装","2016-09-20","1","2016-09-20","2016-09-30","32.00"
"601968","宝钢包装","2019-10-10","1","2019-10-10","2019-10-24","40.00"
"601968","宝钢包装","2020-10-22","1","2020-10-22","2020-10-23","4.00"
"601968","宝钢包装","2020-12-02","1","2020-12-02","2020-12-03","4.00"
"601969","海南矿业","2020-06-01","1","2020-06-01","2020-06-02","4.00"
"601969","海南矿业","2020-06-02","1","2020-06-02","2020-06-15","36.00"
"601975","ST 长油","2019-01-08","1","2019-01-08","2019-01-08","0.50"
"601975","ST 长油","2019-01-08","1","2019-01-08","2019-01-08","3.40"
"601975","ST 长油","2019-03-28","1","2019-03-28","2019-03-29","4.00"
"601989","中国重工","2016-06-06","1","2016-06-06","2016-06-29","60.00"
"601989","中国重工","2017-05-31","1","2017-05-31","2017-11-06","432.00"
"601989","中国重工","2017-12-21","1","2017-12-21","2017-12-22","4.00"
"601989","中国重工","2017-12-22","1","2017-12-22","2017-12-29","20.00"
"601990","南京证券","2018-06-13","1","2018-06-13","2018-06-13","0.50"
"601991","大唐发电","2016-11-15","1","2016-11-15","2016-11-29","40.00"
"601992","金隅股份","2017-04-13","1","2017-04-13","2017-04-17","8.00"
"601995","中金公司","2020-11-02","1","2020-11-02","2020-11-02","0.50"
"601996","丰林集团","2016-07-25","1","2016-07-25","2016-07-26","4.00"
"601996","丰林集团","2017-01-18","1","2017-01-18","2017-01-20","8.00"
"601996","丰林集团","2017-03-16","1","2017-03-16","2017-03-27","28.00"
"601997","贵阳银行","2016-08-16","1","2016-08-16","2016-08-16","0.50"
"601999","出版传媒","2017-07-03","1","2017-07-03","2017-11-20","380.00"
"603002","宏昌电子","2017-07-18","1","2017-07-18","2017-08-01","40.00"
"603002","宏昌电子","2020-03-04","1","2020-03-04","2020-03-18","40.00"
"603002","宏昌电子","2020-09-09","1","2020-09-09","2020-09-10","4.00"
"603003","龙宇燃油","2016-12-13","1","2016-12-13","2016-12-14","4.00"
"603003","龙宇燃油","2016-12-14","1","2016-12-14","2016-12-29","44.00"
"603005","晶方科技","2017-02-17","1","2017-02-17","2017-02-22","12.00"
"603006","联明股份","2020-05-18","1","2020-05-18","2020-05-28","32.00"
"603006","联明股份","2020-10-21","1","2020-10-21","2020-10-22","4.00"
"603007","花王股份","2016-08-26","1","2016-08-26","2016-08-26","0.50"
"603007","花王股份","2017-02-20","1","2017-02-20","2017-02-21","4.00"
"603007","花王股份","2017-02-21","1","2017-02-21","2017-02-23","8.00"
"603007","花王股份","2017-02-24","1","2017-02-24","2017-02-27","4.00"
"603007","花王股份","2017-02-27","1","2017-02-27","2017-03-01","8.00"
"603007","花王股份","2017-03-20","1","2017-03-20","2017-03-21","4.00"
"603007","花王股份","2017-03-21","1","2017-03-21","2017-03-28","20.00"
"603007","花王股份","2020-11-03","1","2020-11-03","2020-11-10","20.00"
"603008","喜临门","2017-01-24","1","2017-01-24","2017-01-25","4.00"
"603009","北特科技","2016-12-28","1","2016-12-28","2017-01-04","16.00"
"603009","北特科技","2017-08-17","1","2017-08-17","2017-11-01","196.00"
"603009","北特科技","2018-01-04","1","2018-01-04","2018-01-11","20.00"
"603009","北特科技","2018-05-23","1","2018-05-23","2018-06-04","32.00"
"603010","万盛股份","2016-12-26","1","2016-12-26","2017-07-20","548.00"
"603010","万盛股份","2017-11-27","1","2017-11-27","2017-12-14","52.00"
"603012","创力集团","2016-10-19","1","2016-10-19","2016-10-20","4.00"
"603012","创力集团","2016-10-20","1","2016-10-20","2016-10-21","4.00"
"603015","弘讯科技","2019-07-02","1","2019-07-02","2019-07-16","40.00"
"603016","新宏泰","2017-05-02","1","2017-05-02","2017-05-03","4.00"
"603016","新宏泰","2017-05-03","1","2017-05-03","2017-09-07","356.00"
"603016","新宏泰","2017-12-21","1","2017-12-21","2017-12-22","4.00"
"603016","新宏泰","2017-12-22","1","2017-12-22","2017-12-29","20.00"
"603016","新宏泰","2018-06-07","1","2018-06-07","2018-10-11","332.00"
